product_id,product_name,quantity,cumulative_perc,ABC
37571,Color Preserve Shine Shampoo,406,0.0021551922202918917,A
33544,Black Beans & Rice,406,0.0021903924794212867,A
38453,Reduced Fat Chocolate Milk,406,0.002225592738550682,A
3526,Coconut Pineapple Sparkling Water,405,0.0022607062975344384,A
36743,Cilantro Lime Rice,405,0.002295819856518195,A
14401,2-Ply 100% Recycled White Facial Tissues,404,0.0023308467153563125,A
35065,Orange Strawberry Banana Juice,404,0.00236587357419443,A
23743,"Sports Drink, Coconut Water, Orange-Mango",404,0.0024009004330325474,A
12421,Crossovers Lemon with Shortbread Crumble Low-Fat Greek Yogurt,404,0.002435927291870665,A
43175,Optic White Sparkling White Mint Toothpaste,404,0.0024709541507087823,A
18257,Margarine Sticks,404,0.0025059810095468997,A
288,Original Sprouted Grains Protein & Fiber Hot Oatmeal,404,0.002541007868385017,A
44770,Olio Italian Extra Virgin Olive Oil,403,0.002575948027077496,A
14810,Orange Spice Tea Bags,403,0.0026108881857699745,A
16149,"Ham, Parma, Prosciutto di Parma",403,0.002645828344462453,A
48794,Froot Loops Bloopers Cereal,403,0.0026807685031549314,A
21206,English Breakfast Black Tea,403,0.00271570866184741,A
21656,Broccoli Spears,403,0.0027506488205398887,A
29749,Ultra Antifungal Cream,402,0.0027855022790867286,A
34867,Original Vegenaise Better Than Mayo,402,0.002820355737633568,A
32913,Heavy Duty Scrubbing Sponge,402,0.002855209196180408,A
17518,Apple Cinnamon Cheerios Cereal,401,0.0028899759545816086,A
11651,Chorizo Style,401,0.0029247427129828092,A
13860,Tomatoes Kumato,401,0.00295950947138401,A
45133,Poppy & Sesame Crackers,400,0.0029941895296395717,A
15961,Balsamic Dressing,400,0.0030288695878951336,A
35175,Mini Stuffers Hamburger Dill Chips,399,0.0030634629460050567,A
4807,Breaded Chicken Patties,399,0.00309805630411498,A
26163,Organic Mayonaise,399,0.0031326496622249025,A
26057,Gia Mild Giardiniera,398,0.0031671563201891868,A
11340,Easter Mixed Fruit Snacks,398,0.0032016629781534706,A
43909,Arrowroot,398,0.003236169636117755,A
7045,Unpeeled Apricot Halves in Heavy Syrup,398,0.003270676294082039,A
27457,100 Grand Fun Size Bars,398,0.0033051829520463227,A
44096,Organic Lowatf Plain Yogurt,398,0.003339689610010607,A
30743,"Shaving Gel, Organic, Unscented",398,0.003374196267974891,A
29669,Organic Tri-Color Blend Quinoa,398,0.003408702925939175,A
6927,Mixed Fruit Salad,397,0.0034431228837578202,A
38160,Classic Pate Variety Pack Wet Cat Food,397,0.0034775428415764653,A
16448,Sweet BBQ,397,0.0035119627993951104,A
46516,Sesame Bagels,397,0.0035463827572137555,A
4006,Hazelnut Spread With Skim Milk & Cocoa,397,0.0035808027150324006,A
29263,Naturally Clean Soft  Toothbrush,397,0.0036152226728510457,A
16385,Sweet Ground Baking Cocoa,397,0.003649642630669691,A
5901,Sea Salt Butter,396,0.003683975888342697,A
671,Vegan Shells & Creamy Sauce Mac & Cheese Macaroni & Cheese Organic,396,0.0037183091460157034,A
13875,Simply Sleep Nighttime Sleep Aid,395,0.003752555703543071,A
28597,Organic Stoneground Wheat Crackers,395,0.003786802261070438,A
47483,Masher,395,0.0038210488185978055,A
23390,Chocolate Caramel Cashew Trail Mix,395,0.003855295376125173,A
11920,In The Raw Turkey Recipe,395,0.00388954193365254,A
13396,Chicken Corn Chowder Soup,394,0.003923701791034268,A
17655,Starting Solids Organic Apples Baby Food,394,0.003957861648415997,A
2068,Greek Strawberry Yogurt,394,0.003992021505797726,A
42483,Dried Manzanilla,394,0.004026181363179454,A
13967,Cheddar Slices,394,0.0040603412205611825,A
43576,Infinity Pads For Heavy Flow,394,0.00409450107794291,A
3544,Quartered Marinated Artichoke Hearts,394,0.004128660935324639,A
8719,Boston Cleaner Contact Lens Solution,394,0.004162820792706368,A
924,2 In 1 Laundry Detergent,393,0.004196893949942457,A
26185,"Brownie Bites, Petite",393,0.004230967107178547,A
10155,THAI KITCHEN THAIPNUT NDLCART,393,0.004265040264414636,A
9293,Blowout Smooth Shampoo,393,0.004299113421650726,A
23235,Eucalyptus Peppermint Scented Body Lotion,393,0.004333186578886815,A
16490,Old Fashioned Whole Wheat Bread,393,0.004367259736122905,A
32111,Nexcare Waterproof Knee and Elbow Bandage,393,0.004401332893358994,A
1256,Mini Strawberry Donuts,393,0.004435406050595084,A
9900,Flatbread Pockets Whole Wheat,393,0.0044694792078311734,A
5534,Simply Venus Pink Women's Disposable Razor,392,0.004503465664921624,A
22374,Unsweetened Natural Big Cup Apple Sauce,392,0.004537452122012075,A
46321,Vanilla Almond Butter,392,0.004571438579102525,A
38585,Chicken & Apple Sausage,392,0.0046054250361929755,A
41920,Organic Fire Roasted Diced Tomatoes,392,0.004639411493283427,A
6837,Raw Almond Nut Butter,392,0.004673397950373877,A
15129,Chunky Hot Salsa,392,0.004707384407464327,A
29599,Total Greek Strained Yogurt with Blueberry,391,0.004741284164409139,A
11607,Chipotle Paste,391,0.004775183921353951,A
24944,"Toothpaste, Calendula",391,0.004809083678298763,A
27402,Healthy Kids Organic Vanilla Nutritional Shake,391,0.004842983435243574,A
14167,Red Meat Medley Dog Food,391,0.004876883192188386,A
7770,Quick-Tie Tall Kitchen Bags Gallon - 35 CT,391,0.004910782949133198,A
13412,Spring Mint Antiseptic Mouth Rinse,391,0.00494468270607801,A
18021,Crunchy No-Salt Roasted Almond Butter,390,0.004978495762877183,A
35815,Dairy Free Gluten Free Chocolate Almond Butter Miracle Tart,390,0.0050123088196763555,A
14153,Ultra Strength,390,0.005046121876475528,A
6607,Organic Blueberry Fruit Spread,390,0.005079934933274701,A
23461,go fresh Cool Moisture Beauty,390,0.005113747990073874,A
47614,Strawberry & Watermelon Premium Italian Ice,389,0.005147474346727408,A
1314,Pretzel,389,0.0051812007033809416,A
6322,Organic Raw Whole Milk,389,0.005214927060034475,A
18341,Foamy Regular Shave Cream 11oz Male Shave Prep,389,0.0052486534166880094,A
14591,Pina Colada Drink,389,0.005282379773341543,A
25411,Organic Gluten Free Teriyaki Sauce,389,0.005316106129995077,A
44108,Tangerine with Lemongrass Dish Soap,389,0.005349832486648611,A
11255,Butter Popped Corn Chips,389,0.005383558843302145,A
638,Won Ton Wrappers,389,0.005417285199955679,A
20239,Ice Cream Bars With Reese's Peanut Butter Cups,389,0.005451011556609213,A
22654,Quick-Rise Yeast for Bread Machines,389,0.005484737913262747,A
26943,Flaked Tuna Supreme Cat Food,389,0.005518464269916281,A
12663,Honey Mustard Tiny Twists Pretzels,389,0.0055521906265698145,A
16228,Pad Thai Noodle Bowl,389,0.005585916983223348,A
31144,Mini I.D.'s Cold Stone Creamery Sweet Cream Non-Dairy Coffee Creamer,388,0.005619556639731243,A
32994,"Tortillas, Whole Wheat, 96% Fat Free, Medium, Soft Taco",388,0.005653196296239138,A
433,Organic Whole Granulation Roasted Buckwheat Groats,388,0.0056868359527470335,A
4898,Vitamin C 250 mg 60 Gummies,388,0.005720475609254929,A
47893,Steel Cut Irish Oatmeal,388,0.005754115265762824,A
16337,Toasted Coconut Ice Cream,388,0.005787754922270718,A
39662,Gluten & Dairy FreeWheat  Pizza Dough,388,0.005821394578778613,A
11656,Freeze Dried Strawberries,388,0.0058550342352865084,A
44152,Original Circus Animal Cookies,388,0.005888673891794404,A
13868,"Sparkle Moisturizing Body Wash, Diamond Powder & White Calla Blossom Scent",388,0.005922313548302299,A
19805,8 Skinless Beef Franks,388,0.005955953204810193,A
27536,No Sugar Added Fudge Tracks Slow Churned Light Ice Cream,387,0.00598950616117245,A
10481,Salted Caramel Chip Ice Cream,387,0.006023059117534706,A
24263,Organic Fettuccine,387,0.006056612073896962,A
9774,Cheesy Italian Shells Hamburger Helper,387,0.006090165030259218,A
16753,Pinot Grigio Wine,386,0.006123631286475835,A
13072,Bay Scallops,386,0.006157097542692452,A
14910,Crunchy Corn Sticks,386,0.00619056379890907,A
27395,Original Low Fat Orange Cream Yogurt,386,0.006224030055125686,A
777,Teensy Fruits Baby Fruit Snacks Berry,386,0.006257496311342304,A
5222,Organic Beef & Burger Rub,386,0.006290962567558921,A
50,Pumpkin Muffin Mix,386,0.006324428823775538,A
24297,Sweetened Tea,386,0.006357895079992155,A
30193,European Bowl Brush & Caddy,386,0.0063913613362087725,A
18578,Organic Alfredo Shells & Cheddar Macaroni & Cheese,385,0.006424740892279751,A
43470,Baby Tiny Cold Tablets Quick-Dissolving - 125 CT,385,0.006458120448350729,A
23646,Celery Bunch,385,0.006491500004421708,A
46790,Method 10oz foaming hand wash juicy pear,385,0.006524879560492686,A
28630,Mild Sauce,385,0.006558259116563664,A
21802,Salame,385,0.006591638672634642,A
39628,Mascarpone,385,0.00662501822870562,A
23165,Organic Leek,384,0.00665831108463096,A
9841,Mac & Cheese Pasta in Cheese Sauce,384,0.0066916039405562995,A
35402,Plant Enzymes,384,0.006724896796481639,A
37978,Full Sheet Big Rolls 12 Ct,384,0.006758189652406978,A
10445,Decaffeinated French Roast Coffee,384,0.006791482508332318,A
28991,Refined Avocado Oil,384,0.006824775364257657,A
26989,Extra Light Tasting Olive Oil Spray,384,0.006858068220182996,A
23256,Watermelon Spears,383,0.006891274375962697,A
48674,Lavender Deodorant Stick,383,0.006924480531742397,A
49230,"Seaweed Snack, Premium Roasted, Spicy Chipotle",383,0.006957686687522098,A
37192,Smart Ground Original Veggie Protein Crumbles,383,0.0069908928433017985,A
4309,Giorgio Sliced Mushrooms,383,0.007024098999081498,A
6644,Mozzarella Di Bufala,383,0.007057305154861199,A
39919,Chicago Style All Natural Garlic Bagel Chips,383,0.0070905113106409,A
20320,Lactose and Fat Free Milk,383,0.0071237174664206,A
21603,Blueberry Blaze Trail Mix,383,0.007156923622200301,A
34960,Pink Himalayan Salt Grinder,383,0.007190129777980001,A
30110,Selects Very Low Sodium Chunk White Albacore Tuna in Water,382,0.007223249233614062,A
20792,Agave With Stevia Extract Liquid Sweetener,382,0.007256368689248124,A
4702,Tranquil Rose Massage Oil,382,0.0072894881448821855,A
24965,European Chocolate,382,0.007322607600516247,A
19874,Baked Naturals Simply Cheddar Cracker Chips,382,0.007355727056150309,A
4185,Butter Ghee,382,0.00738884651178437,A
48519,Green Food Color,382,0.007421965967418432,A
18912,Nylon Bath Gloves,382,0.007455085423052493,A
18275,Poco Bites Cocktail Cucumbers,382,0.007488204878686555,A
39880,Come Clean Shampoo,382,0.007521324334320617,A
44538,Spring Meadow Scent Pods,382,0.007554443789954678,A
5163,Premium Super Sweet Corn Bi-Color,382,0.00758756324558874,A
48359,Hot & Spicy Beef & Bean Firehouse Chili,382,0.007620682701222801,A
8147,"Syrup, Wild Maine Blueberry",382,0.007653802156856863,A
7753,Dark Chocolate Pumpkin Seed Bark,382,0.0076869216124909245,A
5649,La Vodka Cooking Sauce,381,0.007719954367979348,A
4496,Beyond Grain Free Chicken Cat Food,381,0.00775298712346777,A
6517,Vitaminwater Zero Glow Strawberry Guanabana,381,0.0077860198789561925,A
38547,Bubblegum Flavor Natural Chewing Gum,380,0.007818965934298976,A
45207,Organic Blonde Coconut Nectar,380,0.00785191198964176,A
10695,Fettuccine Alfredo Pasta,380,0.007884858044984544,A
15517,All Purpose Aromat Seasoning,380,0.007917804100327329,A
33784,Ground Sumatra Deep Roast,380,0.007950750155670112,A
24857,Raspberry Filmjolk Non-Fat Drinkable Yogurt,380,0.007983696211012895,A
49342,Albacore Premium White In Water Tuna,380,0.00801664226635568,A
43791,Sliced Pineapple in Juice,380,0.008049588321698463,A
22238,Chocolate Chip Vanilla Bean Cookie with Tahitian Vanilla Bean Ice Cream,380,0.008082534377041246,A
47269,Arnicare Gel & 80 ct Homeopathic Pellets,380,0.008115480432384031,A
34950,Chocolate Peanut Butter Cup Ice Cream,380,0.008148426487726814,A
6242,All Natural Boneless & Skinless Chicken Breasts Family Pack,380,0.008181372543069597,A
9813,The Original Celebration Ice Cream Cake,380,0.008214318598412382,A
39181,Cinnamon Apple Chips,380,0.008247264653755165,A
27279,Cool Fresa (Strawberry) Probiotics Cultured Dairy Beverage,380,0.008280210709097948,A
34045,Fire Roasted Medium Salsa,380,0.008313156764440733,A
16125,Deep Dish Four-Cheese Pizza Singles,380,0.008346102819783516,A
41314,Apple Juice Cocktail,380,0.0083790488751263,A
40834,Refried Beans with Zesty Salsa,379,0.008411908230323445,A
8124,Julienne Carrots,379,0.008444767585520591,A
39762,Chicken Sriracha Bar,379,0.008477626940717735,A
142,Arugula Salad,379,0.00851048629591488,A
48080,Homestyle Thick & Hearty Flavored with Meat Pasta Sauce,379,0.008543345651112024,A
29448,No Salt Added Solid Light Tuna In Water,379,0.00857620500630917,A
24600,Extra Strength Assorted Fruit Antacid,379,0.008609064361506314,A
33496,1 Ply White Luncheon Napkins,379,0.00864192371670346,A
34026,Garlic Chicken Spring Rolls,379,0.008674783071900604,A
10803,Ultra Thin Overnight Pads With Flexi-Wings,379,0.00870764242709775,A
2162,Organic Wild Rumpus Avocado Babyfood,379,0.008740501782294893,A
1349,Greek Yogurt Banana & Pumpkin,379,0.008773361137492039,A
12113,Corn Starch,378,0.008806133792543545,A
44841,Cedarwood Deodorant,378,0.00883890644759505,A
48418,"Cherries, Maraschino, Pitted",378,0.008871679102646557,A
15328,Peanut Butter Filled Pretzels,378,0.008904451757698063,A
28136,Hemp Protein Pro 70 Original Plant-Based Protein Supplement,378,0.008937224412749568,A
2211,Triple Enzyme Formula Spray Laundry Stain Remover,378,0.008969997067801074,A
49541,Sweet Echinacea,378,0.00900276972285258,A
11059,Rotelli,378,0.009035542377904087,A
20460,Organic Quick Cooking Rolled Oats,378,0.009068315032955592,A
30635,Lactose Free Yogurt Plain,378,0.009101087688007098,A
32563,Sweetener Packets,378,0.009133860343058605,A
9086,"Riesling, Colombia Valley, Vintage 2013",377,0.009166546297964472,A
12746,Daily Fiber Formula,377,0.00919923225287034,A
17816,Resin IIPA,377,0.009231918207776205,A
31110,Skyn Original Condoms,377,0.009264604162682072,A
42229,Meat Magic Seasoning Blend,377,0.009297290117587939,A
47795,Red Wine,377,0.009329976072493806,A
30149,Peanut Butter Banana,377,0.009362662027399674,A
17287,Ice Cream Scoop,377,0.00939534798230554,A
13407,All Natural Crushed Rosemary,377,0.009428033937211408,A
28843,Easy-Ups Diapers for Girls Jumbo Pack - Size 3T/4T,377,0.009460719892117275,A
25338,Organic 12 Grain Bread,376,0.009493319146877503,A
14198,Wasabi Dijon Fat-Free Dressing,376,0.009525918401637731,A
35605,Wee Brie,376,0.00955851765639796,A
26524,Organic Chewy Soft Caramel with Pecans Chocolate Covered Candy Bar,376,0.009591116911158187,A
49167,Northern Sonoma Chardonnay,375,0.009623629465772776,A
31756,Golden Banquet Beer,375,0.009656142020387367,A
43981,2 In 1 Smoothers Cowabunga Coconut Shampoo,375,0.009688654575001955,A
13642,Whole Grain Blends Wheat Couscous Roasted Garlic & Olive Oil,375,0.009721167129616544,A
32149,Compostable Cling Wrap,375,0.009753679684231133,A
47090,Sparkling Black Raspberry Beverage,375,0.009786192238845724,A
30366,Graduates Lil' Crunchies Apple & Sweet Potato Snack,375,0.009818704793460312,A
1990,Mellowcreme Pumpkins Candy,375,0.009851217348074901,A
25163,Sf Protein New England Style,375,0.00988372990268949,A
5691,White Corn Chips Tortilla Chips,375,0.00991624245730408,A
4772,Complete Fresh Scent ActionPacs Dishwasher Detergent,375,0.00994875501191867,A
7705,The Complete Peanut Butter Cookie,374,0.009981180866387619,A
26551,"Bars, Blueberry",374,0.01001360672085657,A
31059,Repair & Protect Toothpaste for Sensitive Teeth,374,0.01004603257532552,A
16750,Ones Dried Plums,374,0.010078458429794471,A
15265,Organic Ginger Spread,374,0.01011088428426342,A
9489,Organic Cheddar Cracker and Pretzel Bunnies Snack Mix,374,0.01014331013873237,A
12742,Kids Broad Spectrum 50+ Spray Sunscreen,374,0.010175735993201322,A
24508,Classic Ocean Whitefish & Tuna Feast Cat Food,374,0.010208161847670271,A
18449,Original Country Cherry Pie Filling & Topping,374,0.010240587702139222,A
12183,Butter Unsalted 4 ct,374,0.010273013556608172,A
48423,Organic Sweet Peas,374,0.010305439411077123,A
30700,Angel Food Cake,374,0.010337865265546073,A
8694,Zero Calorie Strawberry Soda,374,0.010370291120015024,A
21299,Taco Rice Fiesta Sides,374,0.010402716974483974,A
19797,Chicken Roasted Red Pepper & Asiago,373,0.010435056128807286,A
18473,Gluten Free Pizza Dough,373,0.010467395283130596,A
28085,Jalapeno Jack Potato Chips,373,0.010499734437453908,A
10206,Golden Gate Gose,373,0.010532073591777219,A
47502,Cream of Mushroom Condensed Soup Family Size,373,0.01056441274610053,A
48017,Organic Hoisin Sauce,373,0.010596751900423843,A
4090,Strawberry White Tea,373,0.010629091054747153,A
49435,Greek 0% Fat Smooth & Creamy Plain Yogurt,373,0.010661430209070465,A
6775,Amish Gorgonzola Cheese,373,0.010693769363393777,A
34625,Macaroni & Cheese Dinner Nickelodeon Sponge Bob Square Pants Shapes,373,0.010726108517717088,A
30428,Baked Cheddar Bunnies Crackers,373,0.0107584476720404,A
46412,Gewurztraminer Wine,373,0.01079078682636371,A
18891,Classic Almond Butter All Natural,373,0.010823125980687022,A
32160,Maple Cured Bacon Baked Beans,373,0.010855465135010334,A
20793,Leather Wipes,372,0.010887717589188006,A
40768,Organic Pink Salt and Black Pepper Travel Set,372,0.010919970043365678,A
40867,"Sour Punch Twists (Blue Raspberry, Cherry, Strawberry, Apple)",372,0.010952222497543351,A
22245,Original Chocolate Vanilla Swirls Pudding,372,0.010984474951721024,A
41273,Broccoli Florets,372,0.011016727405898697,A
8908,Simply 100 Crunch Blueberry Cookie Crumble Non-Fat Greek Yogurt,372,0.011048979860076368,A
23214,Organic Blood Orange Sparkling Beverage,372,0.011081232314254041,A
2247,Kosher Dill Spears,372,0.011113484768431714,A
42391,XyliWhite Refreshmint Toothpaste Gel,372,0.011145737222609387,A
42714,Melatonin Triple Strength Tablets 3 mg,372,0.01117798967678706,A
35839,Maxi Always Maxi pads Extra Heavy Day with Flexi-Wings 24 count Feminine Care,372,0.01121024213096473,A
42566,Vegetable Thins Crackers,372,0.011242494585142404,A
32880,Lightly Dried Parsley,372,0.011274747039320077,A
22895,Quantum 9 V,372,0.01130699949349775,A
8270,Radiant Shine Shampoo,372,0.011339251947675422,A
38144,Vanilla Chai Tea Latte,372,0.011371504401853093,A
18463,Acai Berry Storm Liquid Water Enhancer,372,0.011403756856030766,A
46242,Rosemary Leaves,372,0.01143600931020844,A
11853,Instant Action Clumping Litter,372,0.011468261764386112,A
30634,Riserva Porcini Mushrooms & White Truffle Oil,372,0.011500514218563785,A
26778,Organic Superfruit Blend Antioxidant Smoothie Mix,371,0.011532679972595819,A
12349,Valencia Orange Concentrated Cleaner & Degreaser,371,0.011564845726627852,A
11380,Family Size Peanut Butter Cracker Sandwiches,371,0.011597011480659886,A
33161,Deviled Ham Spread,371,0.01162917723469192,A
28450,Colagate Total Whitening Toothpaste,371,0.011661342988723953,A
20086,Green Chilly Beef & Bean,371,0.011693508742755985,A
17491,Strawberry Shortcake Greek Frozen Yogurt,371,0.011725674496788019,A
18740,"Mayonnaise, Chipotle",371,0.011757840250820053,A
45390,Yellow Cling Peach Chunks,371,0.011790006004852086,A
8439,Sofia Pinot Noir Rosé Wine,371,0.01182217175888412,A
7879,"American Cheese, Pre-Sliced",371,0.011854337512916154,A
10295,Lightdays Long Daily Liners,371,0.011886503266948187,A
38977,Original Jerky,371,0.01191866902098022,A
23045,Organic Spring Mix With Herbs,371,0.011950834775012254,A
7089,Jojoba Oil,371,0.011983000529044288,A
47658,Vegan Chocolate Chip With Walnuts Cookies,370,0.012015079582930683,A
44017,"Coco-Roons, Mini, Vanilla Maple",370,0.012047158636817079,A
28811,Deep Lung Tincture,370,0.012079237690703473,A
42908,Buffalo Style Wing Sauce,370,0.012111316744589868,A
35217,Toasted Sesame Seed Oil,370,0.012143395798476262,A
9874,Organic Greek Yogurt Honey,370,0.012175474852362657,A
19565,Truvia Sweetener Packets,370,0.012207553906249051,A
39275,Organic Blueberries,370,0.012239632960135447,A
41714,Smooth & Balanced Pike Place Medium Roast Ground Coffee,370,0.012271712014021842,A
23072,Granola Banana Nut,370,0.012303791067908236,A
32287,"Sausage & Rice Links, Fully Cooked, Golden Brown",370,0.01233587012179463,A
1251,Whole Pickled Beets,369,0.012367862475535386,A
40122,Cheesecake Milk Chocolate Cups,369,0.012399854829276143,A
15963,Very Light Absorbency Regular Length Incontinence Liners,369,0.012431847183016898,A
25210,Raspberryes Cream Gelato,369,0.012463839536757653,A
19254,Classic Pate Ocean Whitefish & Tuna Dinner Cat Food,369,0.01249583189049841,A
31799,Best Refried Black Beans,369,0.012527824244239165,A
46026,Especial,369,0.01255981659797992,A
38118,Whole Grain Lavash,369,0.012591808951720677,A
34484,Korma Mild & Creamy Curry Sauce,369,0.012623801305461433,A
5120,Organic Vanilla Soymilk,369,0.012655793659202188,A
4392,Lavender Fabric Softening Dryer Sheets,369,0.012687786012942945,A
1871,Fish Sticks,369,0.0127197783666837,A
27992,Unbleached Recycled Paper Towel Rolls,369,0.012751770720424457,A
47417,Spa Breeze Women's White Tea Scented Disposable Razor 2 Count Female Disposable Razor,369,0.012783763074165212,A
7037,Raspberry Burst Malt Beverage,369,0.012815755427905967,A
23004,Traditional Rice Pudding,369,0.012847747781646724,A
40406,Roast Beef Style Deli Slices,369,0.01287974013538748,A
44218,Duct Tape,369,0.012911732489128235,A
24511,Pet-Ritz Regular Pie Crusts,369,0.012943724842868992,A
11993,Sharp Cheddar Cheese Slices,369,0.012975717196609747,A
6107,Gourmet Jelly Beans 30 Flavors,369,0.013007709550350502,A
44860,Natural Whole Grain Boil In Bag Brown Rice,369,0.01303970190409126,A
9452,Chia and Sprouted Almond Butter,369,0.013071694257832014,A
43964,Plenti Greek Blueberry Yogurt,369,0.01310368661157277,A
47489,Organic Brown Jasmine Rice,369,0.013135678965313527,A
26336,Brut Rose,369,0.013167671319054282,A
17612,Dark Chocolate Banana Chips,368,0.013199576972649398,A
27721,Shredded Marble Jack Cheese,368,0.013231482626244516,A
8238,Shredded Mexican Four Cheese Blend,368,0.013263388279839633,A
19717,Spinach Tomato Natural & Beef Flavored Veggie Rotini,368,0.01329529393343475,A
8998,Adobo All Purpose Seasoning without Pepper,368,0.013327199587029867,A
38643,Anti-Slip Grip Cardboard Applicator Super Absorbency Tampons,368,0.013359105240624983,A
30319,Chocolate Almond Fudge Energy Bar,368,0.0133910108942201,A
43560,"Crackers, Oyster",368,0.013422916547815217,A
41852,Organic Very Veggie Variety Pack,368,0.013454822201410335,A
7437,Febreze Meadows & Rain Scent Multi Purpose Cleaner,368,0.01348672785500545,A
29716,AF Ringworm Clotrimazole Antifungal Cream,368,0.013518633508600568,A
9777,Triple Zero Banana Cream Greek Yogurt,368,0.013550539162195684,A
18588,Chunky Crushed Tomatoes,368,0.013582444815790802,A
40644,Chicken Penne Alfredo,368,0.013614350469385918,A
38352,Good & Clean Toxin Release Scrub,368,0.013646256122981036,A
7257,Ultra Soft 2-Ply Toilet Paper Double Rolls & Bonus Regular,368,0.013678161776576152,A
22115,Sonoma Handmade Style Corn Tortillas,368,0.01371006743017127,A
1129,Organic Family Recipe Chocolate Chip Cookies,368,0.013741973083766386,A
43511,Sunrise Grilled Steak and Eggs Canine Cuisine Wet Dog Food,368,0.013773878737361503,A
6528,Green Pigeon Peas,368,0.01380578439095662,A
25196,Salt-Free Blend Chili Powder,368,0.013837690044551737,A
13493,Salt-Free Seasoning Blend Garlic & Herb,368,0.013869595698146853,A
